index,File_Name,Date,Sentiment,Publisher,Mentioned_Names,Text,Positive,Negative,Certainty,Score
530,576.txt,2011-05-14 00:00:00,[NEGATIVE (0.9445)],The Abila Post,[],"The Abila Post DRUG RELATED ARRESTS ON THE RISE   14 May 2011  ABILA, Kronos - An alarming new trend is sweeping Abila. Police point out a dramatic increase in drug related arrests that may be linked to violent activist groups.   The port of Abila is known to be a transshipment point for drugs coming from the Middle East and Africa going to Europe namely heroin and hashish. However, drug related arrests had remained flat over the past decade until the recent increase.   The concerns over the increase of drug related arrests are two-fold: first, violent activist groups such as the Protectors of Kronos could be using drug sales as a means to fund their activities; and second, with more drugs appearing on the shore, the people of Kronos will suffer increased drug related issues, namely addiction and violence. ",0,1,0.9444672465324402,-0.9444672465324402
525,571.txt,2011-05-15 00:00:00,[NEGATIVE (0.9994)],News Desk,[],"News Desk  DRUG RELATED ARRESTS ON THE INCREASE     2011/05/15   ABILA, Kronos - an alarming new tendency sweeps Abila. The police force indicates related arrests which can be linked with violent activist groups on a dramatic increase of drug.     The port of Abila is have known for overschepingspunt for drugs which come from the Middle East and Africa that to the heroin and the hashish of Europe goes, as it happens. However, the drug related arrests had remained flat during the previous decade to the recent increase.     The care concerning the increase of drug related arrests is double: firstly, the violent activist groups such as the guards of Kronos drug sale as a means are able use to finance their activities; and second, with more drugs which appear on the coast, people of Kronos will suffer from raised drug related questions, namely addiction and violence.  ",0,1,0.9994284510612488,-0.9994284510612488
322,389.txt,2011-05-15 00:00:00,[NEGATIVE (0.7395)],News Online Today,[],"News Online Today  DRUG RELATED ARRESTS ON THE RISE       2011/05/15    ABILA, Kronos - An alarming new trend is sweeping Abila.       The concerns over the increase of drug related arrests are two-fold: first, violent activist groups such as the Protectors of Kronos could be using drug sales as a means to fund their activities;  ",0,1,0.7394598722457886,-0.7394598722457886
372,433.txt,2011-05-15 00:00:00,[NEGATIVE (0.8882)],Athena Speaks,[],"Athena Speaks  ARRESTS CONNECTED BY DRUG ON RISE     2011/05/15   ABILA, Kronos - a new alarming tendency sweeps Abila. The police force specifies a dramatic increase in the arrests connected by drug which can be related to the violent one groups of activist.     The port of Abila is known to be a point of transshipment for drugs coming the active Middle East and of Africa to heroin and the hachish from Europe in particular. However, drug connected arrests had remained punt during the decade spent until the recent increase.     The concern above the increase in the arrests connected by drug is double: first, the violent one groups of activist such as the guards of Kronos could employ sales of drug as means of placing their activities; and in the second place, with more drugs appearing on the shore, the people of Kronos will suffer the questions connected by drug increased, namely leaning and violence.  ",0,1,0.8881660103797913,-0.8881660103797913
625,661.txt,2011-05-16 00:00:00,[NEGATIVE (0.9992)],The Explainer,[],"The Explainer  RELATED HALTINGS DRUG IN THE ASCENT     2011/05/16   ABILA, Kronos - a new alarming tendency is sweeping Abila. The police needs a dramatic increase in the related haltings drug that can be bound to the violent groups of the activist.     The port of Abila is known to be a point of the transfer for the drugs that come from the Middle East and of Africa that go to the heroin and the hashish of Europe that is to say. Nevertheless, the drug related haltings had continued being flat on the last decade until the recent increase.     The preoccupations by the increase of related haltings drug are double: first, the violent groups of the activist such as the protectors of Kronos could use sales of the drug like means to finance their activities; and secondly, with more drugs appearing in the border, the people of Kronos will undergo increasing related editions drug, that is to say attachment and violence.  ",0,1,0.9992031455039978,-0.9992031455039978
141,225.txt,2011-06-20 00:00:00,[NEGATIVE (0.9992)],Homeland Illumination,[],"Homeland Illumination A LOOK BACK AT A LIFE CUT TRAGICAL SHORT: ELIAN KAREL Petrus Gerhard 20 June 2011  ABILA, Kronos - Two years ago yesterday Elian Karel died at age 28 in an Abila jail cell, purportedly of cardiac arrest.  He had been arrested three months prior for spurious charges of tax evasion and left to linger in a jail cell without further legal action.  His attorney, Michale Kraft made several appearances in court demanding that the government outline their specific charges, and release Karel.  Kraft had reached an agreement with the government that charges would be reduced and the Karel be released pending a trial, but Karel died two days before he was to go free. Questions linger, however, about the manner of Karel's death.  Requests for information were met with assurances that the police -whose custody Karel was in at the time of his death - would do everything possible to perform an exhaustive investigation. This thorough investigation lasted all of two weeks, including the time it took the Abila City Coroner to lose the original autopsy files.  After Karel's body was cremated and sent to his family in Elodis, the Abila Chief of Police closed the case and has declined to answer questions about Karel's death stating that we are satisfied the death was of natural causes and will no longer be entertaining inquiries. As reported at the time of Karel's death, several people close to the investigation reported that Karel's body showed signs of blunt force trauma, abrasions and lacerations which were not consistent with the cause of death reported by the police.  These confidential sources have since moved from the area and have been unavailable for contact. Police have denied anything unusual happened in Karel's death and city officials claim the accusations of murder and wrongful death are asserted by POK rabble-rousers attempting to incite instability and violence. Yesterday on the morning of June 19th, a small group of POK supporters gathered in front of the Abila Police Station, holding photographs of Elian, and of another young martyr, Juliana Vann, the ten-year old girl who died in 1998 from cancer caused by benzene toxins in her drinking water.   Both of them died because of government lies and corruption, one man told me who asked that his name be withheld because of concerns of police retaliation.  Juliana died because Kronos allowed GAStech to poison our water, and Elian died because he tried to bring Juliana justice.  When will it end? Another, larger crowd had gathered the day before in a nearby city park to bring public awareness about these same issues.  Amid the speeches and music, I heard the same message from the year before:  Remember Juliana! Remember Elian! ",0,1,0.9992498755455017,-0.9992498755455017
70,161.txt,2011-06-20 00:00:00,[NEGATIVE (0.9997)],Homeland Illumination,[],"Homeland Illumination A LOOK BACK AT A LIFE CUT TRAGICAL SHORT: ELIAN KAREL Petrus Gerhard 20 June 2011  ABILA, Kronos – Two years ago yesterday Elian Karel died at age 28 in an Abila jail cell, purportedly of cardiac arrest.  He had been arrested three months prior for spurious charges of tax evasion and left to linger in a jail cell without further legal action.  His attorney, Michale Kraft made several appearances in court demanding that the government outline their specific charges, and release Karel.  Kraft had reached an agreement with the government that charges would be reduced and the Karel be released pending a trial, but Karel died two days before he was to go free. Questions linger, however, about the manner of Karel’s death.  Requests for information were met with assurances that the police –whose custody Karel was in at the time of his death – would do everything possible to perform an exhaustive investigation. This “thorough investigation” lasted all of two weeks, including the time it took the Abila City Coroner to lose the original autopsy files.  After Karel’s body was cremated and sent to his family in Elodis, the Abila Chief of Police closed the case and has declined to answer questions about Karel’s death stating that “we are satisfied the death was of natural causes and will no longer be entertaining inquiries.” As reported at the time of Karel’s death, several people close to the investigation reported that Karel’s body showed signs of blunt force trauma, abrasions and lacerations which were not consistent with the cause of death reported by the police.  These confidential sources have since moved from the area and have been unavailable for contact. Police have denied anything unusual happened in Karel’s death and city officials claim the accusations of murder and wrongful death are asserted by POK rabble-rousers attempting to incite instability and violence. Yesterday on the morning of June 19th, a small group of POK supporters gathered in front of the Abila Police Station, holding photographs of Elian, and of another young martyr, Juliana Vann, the ten-year old girl who died in 1998 from cancer caused by benzene toxins in her drinking water.   “Both of them died because of government lies and corruption,” one man told me who asked that his name be withheld because of concerns of police retaliation.  “Juliana died because Kronos allowed GAStech to poison our water, and Elian died because he tried to bring Juliana justice.  When will it end?” Another, larger crowd had gathered the day before in a nearby city park to bring public awareness about these same issues.  Amid the speeches and music, I heard the same message from the year before:  “Remember Juliana! Remember Elian!” ",0,1,0.9996768236160278,-0.9996768236160278
201,28.txt,2011-06-20 00:00:00,[NEGATIVE (0.9994)],Kronos Star,[],"Kronos Star POK Protesters Vandalize Siopa District Marcella Trapani 20 June 2011  ABILA, Kronos - A Protectors of Kronos demonstration in the streets of the Siopa district in downtown Abila resulted in numerous incidents of vandalism and opportunistic looting yesterday.  Crowd members spray painted the new POK logo on buildings and cars, broke shop windows, looted stores, and intimidated innocent bystanders.  The police were forced to use tear gas and water cannons to disperse the group of hooligans.   ",0,1,0.9994366765022278,-0.9994366765022278
210,288.txt,2011-06-21 00:00:00,[NEGATIVE (0.9999)],News Online Today,[],"News Online Today  A LOOK BACK AT A LIFE CUT TRAGICAL SHORT: ELIAN KAREL      2011/06/21    ABILA, Kronos ÿ¿¿¿¿¿ Two years ago yesterday Elian Karel died at age 28 in an Abila jail cell, purportedly of cardiac arrest.  After Karelÿ¿¿¿¿¿s body was cremated and sent to his family in Elodis, the Abila Chief of Police closed the case and has declined to answer questions about Karelÿ¿¿¿¿¿s death stating that ÿ¿¿¿¿¿we are satisfied the death was of natural causes and will no longer be entertaining inquiries.ÿ¿¿¿¿¿   As reported at the time of Karelÿ¿¿¿¿¿s death, several people close to the investigation reported that Karelÿ¿¿¿¿¿s body showed signs of blunt force trauma, abrasions and lacerations which were not consistent with the cause of death reported by the police.   Police have denied anything unusual happened in Karelÿ¿¿¿¿¿s death and city officials claim the accusations of murder and wrongful death are asserted by POK rabble-rousers attempting to incite instability and violence.  ",0,1,0.9998766183853149,-0.9998766183853149
745,77.txt,2011-06-21 00:00:00,[NEGATIVE (0.9993)],All News Today,[],"All News Today  A LOOK BACK AT A LIFE CUT TRAGICAL SHORT: ELIAN KAREL      2011/06/21    ABILA, Kronos ÿ¿¿¿¿¿ Two years ago yesterday Elian Karel died at age 28 in an Abila jail cell, purportedly of cardiac arrest.  Kraft had reached an agreement with the government that charges would be reduced and the Karel be released pending a trial, but Karel died two days before he was to go free.   Questions linger, however, about the manner of Karelÿ¿¿¿¿¿s death.  Requests for information were met with assurances that the police ÿ¿¿¿¿¿whose custody Karel was in at the time of his death ÿ¿¿¿¿¿ would do everything possible to perform an exhaustive investigation.  After Karelÿ¿¿¿¿¿s body was cremated and sent to his family in Elodis, the Abila Chief of Police closed the case and has declined to answer questions about Karelÿ¿¿¿¿¿s death stating that ÿ¿¿¿¿¿we are satisfied the death was of natural causes and will no longer be entertaining inquiries.ÿ¿¿¿¿¿   As reported at the time of Karelÿ¿¿¿¿¿s death, several people close to the investigation reported that Karelÿ¿¿¿¿¿s body showed signs of blunt force trauma, abrasions and lacerations which were not consistent with the cause of death reported by the police.   Police have denied anything unusual happened in Karelÿ¿¿¿¿¿s death and city officials claim the accusations of murder and wrongful death are asserted by POK rabble-rousers attempting to incite instability and violence.   Yesterday on the morning of June 19th, a small group of POK supporters gathered in front of the Abila Police Station, holding photographs of Elian, and of another young martyr, Juliana Vann, the ten-year old girl who died in 1998 from cancer caused by benzene toxins in her drinking water.     ÿ¿¿¿¿¿Both of them died because of government lies and corruption,ÿ¿¿¿¿¿ one man told me who asked that his name be withheld because of concerns of police retaliation.  ÿ¿¿¿¿¿Juliana died because Kronos allowed GAStech to poison our water, and Elian died because he tried to bring Juliana justice.  ",0,1,0.9992958307266235,-0.9992958307266235
750,774.txt,2011-06-21 00:00:00,[NEGATIVE (0.9997)],Worldwise,[],"Worldwise  Zone of Vandalize Siopa of protesters of POK    2011/06/21   ABILA, Kronos - the guards of the demonstration of Kronos in the streets of the zone of Siopa in Abila of the center had like consequence of many incidents of vandalism and opportunist plundering yesterday.  Crowd that the members pulverize painted the new logo of POK on buildings and cars, broke windows of store, stores plundered, and intimidated the innocent spectators.  The police force was forced to use water and teargas guns to disperse the group of hooligans.      ",0,1,0.9996813535690308,-0.9996813535690308
85,175.txt,2011-06-21 00:00:00,[NEGATIVE (0.9998)],Daily Pegasus,[],"Daily Pegasus  A GLANCE BEHIND IN A CUT TRAGICAL OF THE LIFE PUTS IN SHORT CIRCUIT: ELIAN KAREL    2011/06/21   ABILA, Kronos - for two years of Elian Karel died yesterday in age 28 in a cell of the jail of Abila, presumably of the failure cardiac.  They had arrested it three months previous for the false loads of left fiscal evasion and falling behind in a cell of the jail without the additional legal demand.  His lawyer, Michale Kraft made several aspects before the court demand that the contour of the government who its specific load, and Karel launching.    The questions fall behind, nevertheless, on the way of the death of Karel.  The requests the information were satisfied with securings that the police - that guards Karel was inside at the time of its death - would do all possible one to make an exhaustive investigation.  This careful investigation lasted all the two weeks, including the time that took to Coroner of the city of Abila to lose the original archives of the autopsy.  After the body of Karel was incinerated and sent to its family in Elodis, the head of Abila of <name> of the police closed the case and has declined to answer questions on the death of Karel that she indicated that we are satisfied the death we were of natural causes and we will entertain not more investigations.  According to the disclosed thing at the time of the death of Karel, several people near the investigation disclosed that the body of Karel demonstrated samples of the dulled trauma of the force, the abrasions and the laceraciones which was not constant with the cause of the death disclosed by the police.  These confidential sources have moved from the area and have been since then prohibitive for the contact.  The police has denied to any happened unusual thing in the death of Karel and the civil employees of the city demand the accusations of the murder and the illicit death is affirmed by POK shakes-rousers to try to urge instability and violence.  Yesterday in the morning of the 19 of June, a small group of POK those in favor collected in front of the police station of police of Abila, maintaining the photographies of Elian, and young other martyr, Julian Vann, the one of ten years - the old girl who died in 1998 of cancer caused by toxins of the benzene in her potable water.    Both they died due to lies of the government and the corruption, a man said to me that it asked that its well-known is retained due to preoccupations of the revenge of the police.  Julian it died because Kronos allowed that GAStech poisoned our water, and dead Elian because he tried to bring the justice of Julian.  When it finishes       To remember Julian! To remember Elian  ",0,1,0.9998229146003723,-0.9998229146003723
353,416.txt,2011-06-21 00:00:00,[NEGATIVE (0.9998)],News Online Today,[],"News Online Today  POK Protesters Vandalize Siopa District      2011/06/21    ABILA, Kronos - A Protectors of Kronos demonstration in the streets of the Siopa district in downtown Abila resulted in numerous incidents of vandalism and opportunistic looting yesterday.  ",0,1,0.9997678399085999,-0.9997678399085999
728,754.txt,2011-06-22 00:00:00,[NEGATIVE (0.9989)],The Guide,[],"The Guide  The POK demonstrators destroy districto of Siopa    2011/06/22   ABILA, Kronos - the protectors of the demonstration of Kronos in the streets of districto of Siopa in centric Abila gave rise to numerous incidents of the vandalism and the sacking opportunistic yesterday.  The crowd that the members there are dew painted the new standard of POK in buildings and cars, broke the sacked windows of the store, warehouses, and intimidated innocent present people.  They forced the police to use the tubes of the tear gas and the water to disperse to the group of gamberros.      ",0,1,0.9989424347877502,-0.9989424347877502
777,799.txt,2011-06-22 00:00:00,[NEGATIVE (0.9998)],The Wrap,[],"The Wrap  A CAN ON LIVING CUT TRAGICAL SHORT: ELIAN KAREL    2011/06/22   ABILA, Kronos - two years suffered yesterday Elian Karel on age 28 died in Abila prison cell, apparently of hartstilstand.  He arrested three months in former days for unauthentic charges of belastingontwijking had been and in a prison cell without further judicial steps had left dawdling.  Its solicitor, Michale Kraft made different verschijningen who requires for the Court that the government outlines Karel their specific charges, and version.  Kraft an agreement with the government had reached which charges are diminished and Karel awaiting a test is delivered, but Karel died two days before he rather had go.  The questions dawdle, however, concerning the manner of the death of Karel.  The requests information was satisfied to insurance that the police force - of which preservation Karel was at the time of its dead - everything possibly would do a thorough research carry out.  This thorough research lasted each of two weeks, including the time it took the Coroner of the city Abila to lose the original autopsy files.  After the body of Karel was incinerated and was sent to its family in Elodis, closed the LEADER Abila van Politie to <name> the case and has decreased to ask concerning the death of Karel explanatory that we are answer death was no longer of natural causes and examines. maintenances  As reported at the time of the death of Karel, different people reported dense at the research which the body of Karel signs of bone which did not show strength traumatism, schuring and cracks that compatible with the cause of death by the police force is communicated products.  These confidential sources have since then moved themselves of the area and not available for contact are.  The police force has denied uncommon no matter what in death happened of Karel and the town civil servants require the charges of assassination and the unlawful dead by POK rabble-rousers trying instability and recall violence are claimed.  Yesterday on the morning loving 19 June, collected a small group itself verdedigers POK for the mail of the police force Abila, photograph of Elian, and of another young martyr, Juliana Vann, ten years - old little girl that in 1998, to cancer which by benzene toxin is caused in its drinking water died.    Both died because of government lie and the corruption, one people told me that early that is name because of care of police force yellowing thing is implied.  Juliana died because Kronos GAStech permitted our water poison, and Elian died because he tried to justice bring Juliana.  When it? will conclude  Another, to larger mob the day voordien in a surrounding town park had collected to bring public information concerning these same questions.  Amid adressed and music, heard I it same reported of the year by:  Remind Juliana! Remind Elian!  ",0,1,0.9997715353965759,-0.9997715353965759
167,249.txt,2011-06-22 00:00:00,[NEGATIVE (0.9999)],The Orb,[],"The Orb  A GLANCE BEHIND WITH SHORTS OF TRAGEDY OF CUT OF THE LIFE: ELIAN KAREL    2011/06/22   ABILA, Kronos - two years ago of yesterday Elian Karel died at age 28 in a cell of prison of Abila, supposedly of stop.  It had been stopped three months former for incidental expense of tax avoidance and lefts to be delayed in a cell of prison without more judicial action.  Its agent, Michale Kraft make several aspects in front of the court require that the contour of government that their detail charges, and Karel release.  Kraft had concluded an agreement with the government that expenses would be reduced and Karel is released while waiting for a test, but Karel died during two days before it was to go freely.  The questions are delayed, however, about the way of died of Karel.  Requests of information were met insurances that the police force - whose Karel guard was inside per hour of its death - would make very possible to carry out a thorough research.  This complete research lasted every two weeks, including time when it took the coroner of town of Abila to lose the original files of autopsy.  After the body of Karel was incinerated and sent to its family in Elodis, the chief of Abila of the <name> of police force closed the bag and refused to answer questions about the death of Karel declaring that we are satisfied death were normal causes and will not amuse any more of the investigations.  As paid per hour of died of Karel, several people close to research reported that the body of Karel showed signs of trauma blunted of force, abrasions and lacerations what were not formed with the cause of the death brought back by the police force.  These confidential sources since moved sector and were inalienable for the contact.  The police force refused with something not very common product in the death of Karel and the civils servant of city claim the charges of the murder and unjustified death are affirmed by POK brew-rousers to try to encourage instability and violence.  Yesterday the morning of June 19, a small group of defenders of POK collected in front of the police station of Abila, holding of the photographs of Elian, and another young martyrdom, Juliana Vann, ten years - the old maid who died in 1998 of cancer caused by benzene toxins in her drinking water.    Both died because of the lies of government and the corruption, a man indicated to me who asked that its named either retained because of the preoccupations with a revenge of police force.  Juliana died because Kronos made it possible GAStech to poison our water, and dead Elian because it tried to bring the justice of Juliana.  When it finishes?  Others, a larger crowd had collected the front day in park close to city to bring the public conscience about these same questions.  Among the speeches and the music, I heard the same message of the year before:  To remember Juliana! To remember Elian!  ",0,1,0.9998886585235596,-0.9998886585235596
292,361.txt,2011-06-22 00:00:00,[NEGATIVE (0.9987)],The Truth,[],"The Truth  Protesters POK the district of Vandalize Siopa    2011/06/22   ABILA, Kronos - the guards of demonstration Kronos resulted in the streets of the district Siopa in Abila of the binnenstad in many incidents of vandalism and the opportunistic plunder yesterday.  The new emblem POK painted the ledennevel of the mob rise plundered on bldg. and cars, break shop windows, and intimidated onschuldige witnesses.  The police force was forced traangas and use water guns to spread hooligans the group.      ",0,1,0.9987099170684814,-0.9987099170684814
499,548.txt,2011-07-27 00:00:00,[NEGATIVE (0.9999)],Kronos Star,[],"Kronos Star POK Labeled a Public Threat Eva Thayer  27 July 2011  ABILA, Kronos - In a statement to the press today, government spokesman Rufus Drymiau said of the POK: they are justifiably a public threat due to violent demonstrations, opportunistic vandalism, and clashes with the police.  Violence and vandalism have become a trademark of POK gatherings lately.  They have caused thousands of dollars in damage to buildings and businesses, showing they have little care for the plight of the people.  President Kapelou will not let their mayhem continue unchallenged, said Drymiau.   ",0,1,0.9998644590377808,-0.9998644590377808
674,705.txt,2011-07-27 00:00:00,[NEGATIVE (0.9999)],The Abila Post,[],"The Abila Post GOVERNMENT LABELS POK 'PUBLIC THREAT'   27 July 2011  ABILA, Kronos - The Kronos Government has labeled the Protectors of Kronos (POK) as a threat to the public. In a statement by government spokesman Rufus Drymiau the POK are described as justifiably a public threat due to violent demonstrations, opportunistic vandalism, and clashes with the police.  A shop owner in the Siopa district, who declined to be named, responded to the government labeling the POK a public threat: I agree they are a public threat. Every time they come around they bring their signs and then they smash windows. We try to fight, but there are too many and they steal our things. My business suffers because of the Protectors.  Officer Emilio Haber, who patrols the Siopa district, said of the POK, They smash the windows. They throw the rocks. They chant for change and paint things on buildings. They make themselves look stupid and then we arrest them and put them in jail where they belong.     ",0,1,0.9999043941497803,-0.9999043941497803
476,527.txt,2011-07-28 00:00:00,[NEGATIVE (1.0)],The Explainer,[],"The Explainer  THE GOVERNMENT LABELS POK THREATENS PUBLIC     2011/07/28   ABILA, Kronos - the government of Kronos has labeled the protectors of Kronos (POK) as he threatens the public. In a declaration of the spokesman Rufus Drymiau of the government the POK are described as justifiable public threat due to the violent demonstrations, to the vandalism opportunistic, and the shocks with the police.    An owner of the store in districto of Siopa, that declined to be named, responded to the government who labeled the POK a public threat: I agree that they are a public threat. Whenever they come around they bring its then samples and the windows of the violent breakage. We try to fight, but there is too much and rob our things. My business suffers due to the protectors.    To send Emilio To have, that it patrols districto of Siopa, said of the POK, they breakage does violence to the windows. They send rocks. They sing for the change and they paint things in buildings. They become stupid glance and we arrested later them we put and them in the jail in where they belong.          ",0,1,0.9999691247940063,-0.9999691247940063
841,96.txt,2011-07-28 00:00:00,[NEGATIVE (0.9994)],The Truth,[],"The Truth  POK Geëtiketteerdi a public threat     2011/07/28   ABILA, Kronos - in a declaration to the press today, government spokesman Rufus Drymiau aforesaid of POK: they are justified a public threat to violent demonstrations, attribute opportunistic vandalism, and conflicts with the police force.  Violence and vandalism a trade mark of itself collecting POK has recently become.  They have thousands of dollars in damage to bldg. and ventures caused, showing have they little care for the benarde situation of people.  President Kapelou will not let their injury uncontested, aforesaid Drymiau continue.    ",0,1,0.9993693232536316,-0.9993693232536316
140,224.txt,2011-07-28 00:00:00,[NEGATIVE (0.9999)],The Guide,[],"The Guide  Labeled POK a public threat     2011/07/28   ABILA, Kronos - in a declaration to the press today, the spokesman Rufus Drymiau of the government said of the POK: a public threat due to the violent demonstrations, vandalism opportunistic, and shocks with the police are justifiable.  The violence and the vandalism have become a registered tradename of the POK meetings lately.  They have caused the thousands of dollars in damage to the buildings and to the businesses, demonstrating they have little well-taken care of for the hardship of people.  President Kapelou will not let his mutilation continue undisputed, said Drymiau.    ",0,1,0.9999217987060547,-0.9999217987060547
444,499.txt,2011-07-28 00:00:00,[NEGATIVE (0.9998)],International News,[],"International News  POK Labeled a Public Threat      2011/07/28    ABILA, Kronos - In a statement to the press today, government spokesman Rufus Drymiau said of the POK: they are justifiably a public threat due to violent demonstrations, opportunistic vandalism, and clashes with the police.  Violence and vandalism have become a trademark of POK gatherings lately.  They have caused thousands of dollars in damage to buildings and businesses, showing they have little care for the plight of the people.  ",0,1,0.9997835755348206,-0.9997835755348206
28,123.txt,2011-07-28 00:00:00,[NEGATIVE (0.9999)],Central Bulletin,[],"Central Bulletin  GOVERNMENT LABELS POK 'PUBLIC THREAT'       2011/07/28    ABILA, Kronos - The Kronos Government has labeled the Protectors of Kronos (POK) as a threat to the public. In a statement by government spokesman Rufus Drymiau the POK are described as justifiably a public threat due to violent demonstrations, opportunistic vandalism, and clashes with the police.      A shop owner in the Siopa district, who declined to be named, responded to the government labeling the POK a public threat: I agree they are a public threat. Every time they come around they bring their signs and then they smash windows.      Officer Emilio Haber, who patrols the Siopa district, said of the POK, They smash the windows. They make themselves look stupid and then we arrest them and put them in jail where they belong.  ",0,1,0.9999339580535889,-0.9999339580535889
731,757.txt,2011-07-28 00:00:00,[NEGATIVE (0.9999)],News Desk,[],"News Desk  THE LABELS POK PUBLIC THREAT OF THE GOVERNMENT     2011/07/28   ABILA, Kronos - the government Kronos has the guards of Kronos (POK) as a threat to the public geëtiketteerdn. In a declaration by government spokesman Rufus Drymiau POK is described as justified public threat opportunistic to attribute to violent demonstrations, vandalism, and conflicts with the police force.    A shop owner in the district Siopa, which decreased are called, answered to the government which labels POK a public threat: I will be agreed they a public threat. Each time they round they come and then break they windows bring their signs. We try fight, but there are surplus and they steal our things. My matter suffers because of the guards.    Civil servant Emilio Haber, who the patrols the district Siopa, aforesaid of POK, they the windows break. They throw the rocks. They chant for change and painting things on bldg. They prove themselves to stomme can and arrest we them then and put them in prison they. to belong          ",0,1,0.9998823404312134,-0.9998823404312134
390,45.txt,2011-07-28 00:00:00,[NEGATIVE (0.9983)],News Online Today,[],"News Online Today  POK Labeled a Public Threat      2011/07/28    ABILA, Kronos - In a statement to the press today, government spokesman Rufus Drymiau said of the POK: they are justifiably a public threat due to violent demonstrations, opportunistic vandalism, and clashes with the police.  ",0,1,0.9982917904853821,-0.9982917904853821
589,629.txt,2011-07-29 00:00:00,[NEGATIVE (0.9998)],Worldwise,[],"Worldwise  POK marked a public threat     2011/07/29   ABILA, Kronos - in a report/ratio with the pressure today, the spokesman Rufus Drymiau of government said POK: they are in a justifiable way a public threat due to the violent demonstrations, opportunist vandalism, and dissensions with the police force.  Violence and vandalism became a trade mark of the gatherings of late POK.  They caused thousands of dollars in the damage with the buildings and with the companies, showing they have little care for the difficult situation of the people.  President Kapelou will not let their mutilation continue uncontested, said Drymiau.    ",0,1,0.9998118281364441,-0.9998118281364441
601,64.txt,2011-07-29 00:00:00,[NEGATIVE (0.9999)],Athena Speaks,[],"Athena Speaks  THE GOVERNMENT MARKS POK THREATENS PUBLIC     2011/07/29   ABILA, Kronos - the government of Kronos marked the guards of Kronos (POK) like threatens with the public. In a report/ratio of spokesman Rufus Drymiau of government the POK are described like justifiable manner threatens public due to the violent demonstrations, opportunist vandalism, and the dissensions with the police force.    An owner of store in the zone of Siopa, which refused to be called, answered the government marking the POK a public threat: I agree that they are a public threat. Each time they come around they bring their signs and then them of the windows of crash. We try to fight, but there is a too great number and they steal our things. My business suffers because of the guards.    The leader Emilio Haber, who patrols the zone of Siopa, said POK, they crash the windows. They throw the rocks. They sing for the change and comb things on buildings. They go to seem to it stupid and then let us stop we them and let us put them in prison where they belong.          ",0,1,0.9999474287033081,-0.9999474287033081
663,696.txt,2011-11-22 00:00:00,[NEGATIVE (0.9963)],The Abila Post,[],"The Abila Post KRONOS POLICE ARREST BLOTTER - ABILA   22 November 2011  AWELON, CYNTHE / DOB: 3/20/1981 / Time of Arrest: 0003 hrs / Accused of: DRUG PARAPHERNALIA   BLUMIAU, WILLEM / DOB: 2/15/1995 / Time of Arrest: 2215 hrs / Accused of: POSSESSION OF CONTROLLED SUBSTANCE (HASHISH); FOREIGN WARRANT   BODROGI, CARMINE / 12/1/1993 / Time of Arrest: 0230 hrs / Accused of: POSSESSION OF CONTROLLED SUBSTANCE (MDMC); INTENT TO DELIVER CONTROLLED SUBSTANCE (MDMC)  COARDA, SEVE / DOB: 5/13/1979 / Time of Arrest: 1248 hrs / Accused of: PEDESTRN FAILING TO USE CROSSWALK; PEDESTRN SUBJECT TO SIGNAL  CUSEMA, BRITA / DOB: 1/7/1992 / Time of Arrest: 2205 hrs / Accused of: THEFT SHOPLIFTING-5TH DEGREE  DUNNA, THAD / DOB: 9/20/1974 / Time of Arrest: 1500 hrs / Accused of: THEFT ALL OTHER-3RD DEGREE  GUDENZ, KEL / DOB: 7/2/1995 / Time of Arrest: 1630 hrs / Accused of: FAILURE TO MAINTAIN CONTROL; DWLU  HOLANDE, ANDA / DOB: 3/26/1981 / Time of Arrest: 0003 hrs / Accused of: IMPROPER BRAKE LIGHT  KIBALIAU, IYAN / DOB: 4/3/1994 / Time of Arrest: 1500 hrs / Accused of: THEFT ALL OTHER-3RD DEGREE  MORDECAI, FRANCISCO / DOB: 3/17/1971 / Time of Arrest: 2215 hrs / Accused of: PUBLIC INTOXICATION; POSSESSION OF CONTROLLED SUBSTANCE (Heroin)  PEAIRS, MELSHA / DOB: 8/31/1952 / Time of Arrest: 1330 hrs / Accused of: FORGERY  SALANIAU, FERDINAND / DOB: 2/17/1982 / Time of Arrest: 0832 hrs / Accused of: THEFT ALL OTHER-3RD DEGREE; POSSESSION OF CONTROLLED SUBSTANCE (MDMA)               ",0,1,0.9963440299034119,-0.9963440299034119
